sentence,label,id,token_count,char_count,avg_word_len,dep_depth,num_clauses,passive_voice_count,negation_count,hedge_count,num_financial_terms,num_entities,entity_density,flesch_reading_ease,flesch_kincaid_grade,complexity_score
This release is not an offer of securities for sale into the United States or elsewhere .,neutral,1794,17,89,4.5,6,0,0,1,0,0,1,0.0588,58.41,9.09,0.21010108421536475
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral,1795,18,110,5.412,7,1,0,0,0,0,2,0.1111,20.38,14.64,0.19300444664952296
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,1796,35,223,5.812,12,1,2,0,0,0,5,0.1429,2.51,20.86,0.2917471248571358
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,1797,15,82,5.333,3,0,0,0,0,0,4,0.2667,50.47,9.45,0.1056141376590141
Two other sites will be included later on .,neutral,1798,9,43,4.25,2,0,2,0,0,0,1,0.1111,71.82,5.23,0.06468100899423575
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,1799,15,94,6.0,3,0,0,0,1,0,1,0.0667,17.93,13.99,0.17191188071456967
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral,1800,18,86,4.067,5,0,0,0,1,0,3,0.1667,88.73,3.0,0.13092178105123234
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,neutral,1801,12,75,6.2,4,0,0,0,0,0,2,0.1667,35.95,10.73,0.11315488502534288
"We know that it exists , '' Artemyev said .",neutral,1802,10,43,4.286,3,2,0,0,0,0,1,0.1,90.96,2.31,0.11274279156728285
We offer our customers solutions based on renewable raw materials .,neutral,1803,11,67,5.6,5,1,0,0,0,0,0,0.0,10.56,14.27,0.1646106638839197
"When dialing in , the participants should quote 877417 as conference ID .",neutral,1804,13,73,5.3,3,1,0,0,1,0,1,0.0769,57.23,8.01,0.1633701131112105
Work on the assignment has already started and is due for completion in spring 2011 .,neutral,1805,16,85,4.643,5,0,0,0,0,0,1,0.0625,67.53,7.57,0.11017298219787319
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",neutral,1806,13,75,5.889,3,1,0,0,0,0,4,0.3077,57.23,8.01,0.12170344644454383
Yvonne Jones is owner of Chameleon Interiors .,neutral,1807,8,46,5.429,4,0,0,0,0,0,2,0.25,18.44,12.43,0.11462603731862453
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,neutral,1808,12,70,5.273,4,0,0,0,0,0,2,0.1667,72.62,5.86,0.08673344405312067
"BAWAG - Is to issue a benchmark , covered deal .",neutral,1809,11,48,4.375,3,1,0,0,0,0,1,0.0909,82.39,3.76,0.09476975175785131
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",neutral,1810,20,103,5.067,5,2,0,0,0,0,3,0.15,47.83,10.56,0.18970226393236933
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",neutral,1811,23,150,6.0,5,1,0,0,0,0,3,0.1304,24.38,15.08,0.19226100908740806
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",neutral,1812,38,197,5.259,6,1,0,0,0,0,6,0.1579,39.52,15.7,0.23110474821730276
` Nordic infrastructure construction is one of our strategic growth areas .,neutral,1813,12,75,6.2,4,0,0,0,0,0,2,0.1667,19.03,13.09,0.12595870446978732
"` Sanoma is a buyer not a target , ' he said .",neutral,1814,13,46,3.333,4,1,0,1,1,1,1,0.0769,94.3,2.34,0.22235198410480025
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,1815,20,102,6.0,5,1,0,1,0,0,1,0.05,18.41,13.67,0.262130649349036
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,1816,39,188,4.438,6,2,0,0,0,0,3,0.0769,55.41,13.73,0.25013257646342674
`` It wo n't happen overnight .,neutral,1817,8,31,4.75,1,0,0,1,0,0,1,0.125,66.4,5.24,0.13972035489341086
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral,1818,20,110,5.438,5,0,0,0,0,0,1,0.05,60.19,9.09,0.1261714479601471
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral,1819,16,82,5.0,7,0,0,0,0,0,1,0.0625,43.96,10.36,0.138130213768386
`` We know there are some of our own people out there . '',neutral,1820,15,58,3.636,5,1,0,0,0,0,0,0.0,95.69,2.65,0.10932006714619362
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",neutral,1821,51,251,4.892,8,2,0,0,0,0,6,0.1176,43.87,11.98,0.2767145455985391
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,neutral,1822,42,212,4.9,6,1,0,0,0,0,11,0.2619,49.09,10.51,0.21069913411846553
26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors .,neutral,1823,35,181,5.115,6,1,0,0,0,0,7,0.2,38.43,14.61,0.21937716625670842
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,1824,59,273,4.914,9,1,0,0,0,0,14,0.2373,26.25,19.29,0.3105101883944544
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",neutral,1825,33,181,5.071,5,1,4,0,0,0,7,0.2121,21.29,17.74,0.22607227765975954
A few employees would remain at the Oulu plant in support functions for other group units .,neutral,1826,17,91,4.625,5,0,0,0,1,0,1,0.0588,68.98,7.61,0.15399464724955278
A huge issue for us is the button placement .,neutral,1827,10,45,3.889,3,0,0,0,0,0,0,0.0,84.9,3.65,0.06445720128950506
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,1828,15,74,4.615,6,0,0,1,1,1,4,0.2667,60.71,7.77,0.24073032355645
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,1829,17,78,3.812,5,0,0,0,0,0,2,0.1176,79.56,6.14,0.10435272016621944
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,neutral,1830,29,137,4.042,5,0,4,0,0,0,3,0.1034,69.76,10.24,0.14985245773081893
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral,1831,36,188,4.96,6,0,2,0,1,0,4,0.1111,50.29,14.44,0.23428173061394356
"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,1832,39,185,4.194,9,2,2,0,1,0,5,0.1282,70.14,7.7,0.27831516861086264
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",neutral,1833,42,224,5.464,6,1,0,0,0,0,6,0.1429,50.48,10.19,0.2089630230073544
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative,1834,15,89,5.769,3,0,0,0,0,0,5,0.3333,53.66,8.76,0.10187064807568076
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral,1835,28,157,4.808,7,1,0,1,0,0,5,0.1786,47.83,13.3,0.28844765966631886
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral,1836,23,128,5.5,6,1,0,0,0,0,3,0.1304,46.95,11.68,0.1802250849421089
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral,1837,22,129,5.579,5,2,0,0,0,0,5,0.2273,18.35,15.42,0.2199454204246174
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,1838,42,228,5.059,10,4,0,0,0,0,7,0.1667,29.8,18.29,0.36188269448171334
"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008 .",neutral,1839,25,131,4.65,8,1,0,0,0,0,4,0.16,52.58,11.14,0.19399187925486983
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral,1840,28,180,5.917,8,2,0,0,0,0,5,0.1786,12.26,17.76,0.2634994091321308
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,1841,15,80,4.636,4,0,0,0,2,0,3,0.2,69.99,6.73,0.1806007829581594
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",neutral,1842,24,120,4.611,4,0,2,0,0,0,2,0.0833,67.33,8.59,0.12480045592327571
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",neutral,1843,17,88,4.667,5,1,0,0,0,0,2,0.1176,61.89,8.35,0.1441205153051083
"According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery .",neutral,1844,21,137,6.176,5,0,0,0,0,0,2,0.0952,9.44,16.66,0.16917931092849336
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral,1845,16,107,6.067,6,0,0,0,0,0,0,0.0,22.41,13.86,0.1507086726359074
"Additionally , information on business segments , competitors and future outlook are provided .",neutral,1846,14,95,7.182,6,0,2,0,0,1,0,0.0,-11.98,17.66,0.16744902308810375
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral,1847,20,130,6.056,6,1,0,0,0,0,1,0.05,14.67,15.69,0.19616677381484796
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,1848,17,104,5.533,7,0,0,0,0,0,3,0.1765,31.97,12.78,0.15319753854228782
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,1849,32,206,5.767,6,1,0,0,0,0,1,0.0312,10.01,19.32,0.23911659818500297
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,neutral,1850,16,108,6.133,6,0,0,0,0,0,3,0.1875,33.69,12.29,0.1421908774970185
After 1 April 2007 Cencorp will not have any own employees in the territory .,neutral,1851,15,77,4.75,3,0,0,1,0,0,2,0.1333,53.64,9.26,0.18791665502012522
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",neutral,1852,30,140,4.5,6,0,0,0,0,0,5,0.1667,54.75,11.34,0.16416858058164382
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,1853,38,205,4.889,5,0,0,0,0,0,6,0.1579,42.17,15.33,0.1949093355570463
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",neutral,1854,21,78,4.167,4,0,0,0,0,0,7,0.3333,74.81,5.81,0.10390403715712582
"After the transaction , Tikkurila has no powder coatings related operations .",neutral,1855,12,77,6.4,4,0,0,1,0,0,1,0.0833,19.03,13.09,0.20929203780312067
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,1856,30,203,6.857,5,1,0,0,1,0,6,0.2,36.47,11.53,0.22823358458805407
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",neutral,1857,29,163,5.5,7,0,0,0,0,0,3,0.1034,25.32,15.44,0.19088477610688734
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,neutral,1858,11,55,5.667,3,0,0,0,0,1,4,0.3636,70.67,4.52,0.07111523786896244
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,neutral,1859,18,121,6.059,6,2,0,0,0,0,3,0.1667,25.36,13.95,0.210628478433711
"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",neutral,1860,43,243,5.029,6,1,2,0,0,0,7,0.1628,60.16,9.96,0.20965317764236735
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral,1861,30,136,5.231,6,1,2,1,0,0,9,0.3,60.48,6.48,0.2489125041927549
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",neutral,1862,31,143,5.692,5,1,2,1,0,0,9,0.2903,54.7,7.37,0.2492687913064003
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",neutral,1863,20,93,5.167,4,0,0,0,0,0,6,0.3,53.64,9.26,0.12068350057766845
"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device .",neutral,1864,42,215,5.414,6,0,0,0,1,0,12,0.2857,22.54,17.82,0.26424731120179884
"ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system .",neutral,1865,30,152,5.4,7,0,0,0,0,0,6,0.2,-0.08,18.74,0.2107264064363447
"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",neutral,1866,30,134,5.071,5,1,2,1,0,0,9,0.3,60.48,6.48,0.24250224778249851
"Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy .",neutral,1867,43,295,6.568,5,3,2,0,0,0,10,0.2326,24.08,19.59,0.3110445705376665
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral,1868,28,189,6.182,5,1,2,0,0,0,5,0.1786,47.04,13.16,0.19153426490136158
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",neutral,1869,19,102,4.824,6,0,0,0,0,0,1,0.0526,35.31,12.56,0.14946967473539058
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",neutral,1870,19,120,7.231,7,0,0,0,1,0,8,0.4211,-12.83,18.53,0.22993592072898036
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral,1871,23,131,5.3,6,1,0,0,1,0,4,0.1739,34.26,13.45,0.2314946161921089
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for 27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",neutral,1872,49,271,5.471,8,0,0,0,2,1,11,0.2245,61.34,6.79,0.27245880230073544
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,neutral,1873,28,128,4.4,5,0,2,0,0,0,4,0.1429,68.65,5.51,0.12225258087358377
An EU law on the issue may be introduced around 2010 .,neutral,1874,12,54,3.8,4,0,2,0,2,0,2,0.1667,80.31,4.79,0.16426165585867622
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral,1875,14,74,4.667,3,1,2,0,0,0,2,0.1429,63.49,7.63,0.12157979899622344
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",neutral,1876,39,201,5.345,8,1,2,0,1,0,10,0.2564,34.59,12.04,0.2676731413672729
Arena Partners Oy is a development company for electronic business .,neutral,1877,11,68,5.7,4,0,0,0,0,0,1,0.0909,10.56,14.27,0.1304226296958855
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral,1878,26,137,4.727,5,1,0,0,0,0,3,0.1154,60.71,7.77,0.15841567438133572
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,1879,23,106,4.235,4,0,2,0,1,1,2,0.087,63.87,9.32,0.16848964156604054
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",neutral,1880,24,121,4.65,7,1,0,0,0,1,5,0.2083,52.58,11.14,0.18564363834848938
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral,1881,28,150,5.273,6,0,2,0,0,0,5,0.1786,-0.08,18.74,0.2004401810338402
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral,1882,15,108,7.0,3,0,2,1,0,0,1,0.0667,5.3,16.0,0.224483495297903
Aspo serves demanding business-to-business customers .,neutral,1883,10,54,6.571,4,0,0,0,0,0,1,0.1,-18.2,17.04,0.14351285700531705
"Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville .",neutral,1884,44,207,4.263,9,2,0,0,0,0,7,0.1591,52.8,14.84,0.2850754035914828
"At some point , it will spread also to Iran and Iraq .",neutral,1885,13,54,3.636,3,0,0,0,0,0,2,0.1538,88.0,3.72,0.07065092908343272
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",neutral,1886,33,157,4.538,8,0,0,0,1,0,6,0.1818,41.56,14.17,0.2398234461960843
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral,1887,17,75,3.75,5,0,0,0,0,0,2,0.1176,84.45,5.21,0.09930714724955277
"At the moment , there are approximately 20 Vianor sales offices in Russia .",neutral,1888,14,75,5.273,3,0,0,0,1,0,3,0.2143,53.66,8.76,0.14159933024622343
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",neutral,1889,24,86,4.25,3,0,0,0,0,0,7,0.2917,67.76,6.79,0.10862457451301928
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",neutral,1890,46,238,4.6,8,2,2,0,0,0,9,0.1957,33.28,19.05,0.30538182797903
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,1891,17,113,6.0,5,1,0,0,0,0,1,0.0588,26.68,13.51,0.172115306971775
Basware finances the acquisition with a bank loan .,neutral,1892,9,51,5.25,3,0,0,0,0,1,1,0.1111,61.24,6.71,0.07912077929338103
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",neutral,1893,29,180,5.88,6,0,0,0,0,0,5,0.1724,53.55,12.25,0.167167662057742
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite .",neutral,1894,29,181,5.92,8,0,0,0,0,0,5,0.1724,50.29,12.7,0.1824295811282548
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,neutral,1895,21,102,4.167,4,0,0,0,0,0,5,0.2381,59.64,9.91,0.12614796076823695
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",neutral,1896,16,95,5.571,4,0,0,0,0,0,4,0.25,35.51,11.78,0.12660343759317233
Bluewin Security is available as a monthly subscription .,neutral,1897,9,57,6.0,4,0,0,0,0,0,2,0.2222,18.94,12.61,0.11754058431474856
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",neutral,1898,17,85,4.214,4,1,0,0,0,0,4,0.2353,78.81,5.99,0.12490643945040747
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",neutral,1899,62,296,5.848,9,1,0,0,0,0,12,0.1935,48.82,8.75,0.25914098216060427
Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,neutral,1900,28,124,4.238,5,2,0,0,1,0,4,0.1429,57.23,8.01,0.23303817115136158
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",neutral,1901,24,130,5.294,6,1,0,0,0,0,5,0.2083,47.79,8.25,0.16355412846601072
Capital base and capital adequacy measurement is based on approaches under Basel II .,neutral,1902,14,85,5.462,5,0,2,0,0,0,1,0.0714,24.44,13.08,0.13619067640006957
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",neutral,1903,36,202,5.885,8,0,0,0,1,0,7,0.1944,20.4,13.89,0.24411830246223412
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",neutral,1904,35,192,5.333,6,1,0,0,0,0,5,0.1429,24.11,17.35,0.2342426176455973
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral,1905,18,100,5.5,6,1,0,0,1,0,2,0.1111,56.25,9.14,0.198421447183711
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",neutral,1906,17,115,6.467,7,0,0,0,1,0,1,0.0588,11.13,15.43,0.2092413753478434
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,neutral,1907,26,151,5.25,5,1,2,0,0,0,0,0.0,29.0,14.93,0.19726116049244682
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral,1908,21,102,4.158,6,0,0,0,0,0,0,0.0,80.69,6.73,0.12171586942208308
Closing of such transaction took place today .,neutral,1909,8,46,5.429,4,0,0,0,0,0,1,0.125,66.79,5.68,0.07800494356862453
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral,1910,21,102,5.545,7,1,0,0,0,0,3,0.1429,79.81,3.45,0.13810876472122838
"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral,1911,21,102,5.545,7,1,0,0,0,0,3,0.1429,79.81,3.45,0.13810876472122838
com and possibly also through photo-msn .,neutral,1912,9,41,4.714,3,0,0,0,1,0,0,0.0,45.65,8.38,0.1298477758211588
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",neutral,1913,38,193,6.217,13,1,0,0,0,0,16,0.4211,3.77,18.2,0.2895399111446532
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,1914,31,217,6.379,4,1,0,0,0,0,4,0.129,-15.14,22.58,0.24204473281281058
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,1915,32,229,6.355,7,2,0,0,0,0,1,0.0312,0.71,20.86,0.2816596670952594
Consumption is forecast to grow by about 2 % .,positive,1916,10,46,4.857,5,1,2,0,2,1,1,0.1,71.82,5.23,0.19696087383224012
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",neutral,1917,39,192,5.259,6,0,0,0,1,1,5,0.1282,40.71,10.81,0.22040167368564897
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",neutral,1918,37,213,6.308,4,0,0,0,1,2,4,0.1081,21.19,13.53,0.21846213631733255
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral,1919,36,187,5.875,5,0,0,0,1,2,4,0.1111,22.28,13.01,0.22011322767590935
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,1920,29,166,5.269,8,1,0,0,0,0,1,0.0345,22.41,16.34,0.22995562279492152
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral,1921,29,166,5.269,8,1,0,0,0,0,1,0.0345,22.41,16.34,0.22995562279492152
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,positive,1922,33,181,5.375,5,1,0,0,0,0,7,0.2121,25.9,16.35,0.21853104502087062
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",neutral,1923,42,223,5.121,7,1,0,0,0,0,12,0.2857,27.52,18.61,0.26105470302872197
"Currently , the plant operates on full capacity .",neutral,1924,9,49,5.571,3,0,0,0,0,0,0,0.0,30.53,10.74,0.1009849285989366
Danske Bank is Denmark 's largest bank with 3.5 million customers .,neutral,1925,12,67,5.556,5,0,0,0,0,0,3,0.25,78.2,3.72,0.08153345740782152
Decisions are to be made as quickly as possible .,neutral,1926,10,49,4.333,4,1,1,0,0,0,0,0.0,66.1,6.28,0.1129138986719837
Deliveries by Outotec will take place over 30 months .,neutral,1927,10,54,5.25,3,0,0,0,0,0,2,0.2,66.1,6.28,0.07872586448394951
"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",neutral,1928,21,106,4.533,6,1,2,0,1,0,7,0.3333,45.07,11.69,0.21807003608874975
Delivery is due in the second half of 2011 .,neutral,1929,10,44,3.75,4,0,0,0,0,0,1,0.1,75.5,4.96,0.0779746625608726
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,1930,29,154,5.217,5,1,0,0,0,0,6,0.2069,32.68,14.41,0.2002539334252634
